Set Number,Subset Type,Day of Week,Shape,Values,Source CSV,Values_Celsius
1,7 days,Monday,"(24, 301, 301)",287.45142,2013_02_tas_subset.csv,14.301420000000007
2,7 days,Monday,"(24, 301, 301)",281.718,2013_02_tas_subset.csv,8.56800000000004
3,7 days,Monday,"(24, 301, 301)",281.0309,2013_02_tas_subset.csv,7.880899999999997
4,7 days,Monday,"(24, 301, 301)",287.15668,2013_02_tas_subset.csv,14.006680000000017
1,7 days,Monday,"(24, 301, 301)",283.37964,2013_03_tas_subset.csv,10.229640000000018
2,7 days,Monday,"(24, 301, 301)",289.24506,2013_03_tas_subset.csv,16.095060000000046
3,7 days,Monday,"(24, 301, 301)",282.65674,2013_03_tas_subset.csv,9.506740000000036
4,7 days,Monday,"(24, 301, 301)",287.76468,2013_03_tas_subset.csv,14.614680000000021
1,7 days,Monday,"(24, 301, 301)",289.50143,2013_04_tas_subset.csv,16.35143000000005
2,7 days,Monday,"(24, 301, 301)",286.5829,2013_04_tas_subset.csv,13.432900000000018
3,7 days,Monday,"(24, 301, 301)",286.9419,2013_04_tas_subset.csv,13.791899999999998
4,7 days,Monday,"(24, 301, 301)",290.34058,2013_04_tas_subset.csv,17.19058000000001
5,7 days,Monday,"(24, 301, 301)",295.29666,2013_04_tas_subset.csv,22.146659999999997
1,7 days,Monday,"(24, 301, 301)",297.1141,2013_05_tas_subset.csv,23.96410000000003
2,7 days,Monday,"(24, 301, 301)",291.93683,2013_05_tas_subset.csv,18.78683000000001
3,7 days,Monday,"(24, 301, 301)",299.67816,2013_05_tas_subset.csv,26.528160000000014
4,7 days,Monday,"(24, 301, 301)",294.42627,2013_05_tas_subset.csv,21.27627000000001
1,7 days,Monday,"(24, 301, 301)",294.8144,2013_06_tas_subset.csv,21.6644
2,7 days,Monday,"(24, 301, 301)",297.929,2013_06_tas_subset.csv,24.778999999999996
3,7 days,Monday,"(24, 301, 301)",300.8391,2013_06_tas_subset.csv,27.689099999999996
4,7 days,Monday,"(24, 301, 301)",302.53754,2013_06_tas_subset.csv,29.38754
1,7 days,Monday,"(24, 301, 301)",298.57428,2013_07_tas_subset.csv,25.42428000000001
2,7 days,Monday,"(24, 301, 301)",300.10275,2013_07_tas_subset.csv,26.952750000000037
3,7 days,Monday,"(24, 301, 301)",300.8208,2013_07_tas_subset.csv,27.670800000000042
4,7 days,Monday,"(24, 301, 301)",298.5355,2013_07_tas_subset.csv,25.385500000000036
5,7 days,Monday,"(24, 301, 301)",301.95956,2013_07_tas_subset.csv,28.809560000000033
1,7 days,Monday,"(24, 301, 301)",299.37234,2013_08_tas_subset.csv,26.22234000000003
2,7 days,Monday,"(24, 301, 301)",300.63248,2013_08_tas_subset.csv,27.48248000000001
3,7 days,Monday,"(24, 301, 301)",300.2944,2013_08_tas_subset.csv,27.14440000000002
4,7 days,Monday,"(24, 301, 301)",301.38748,2013_08_tas_subset.csv,28.237480000000005
1,7 days,Monday,"(24, 301, 301)",298.87854,2013_09_tas_subset.csv,25.72854000000001
2,7 days,Monday,"(24, 301, 301)",297.2754,2013_09_tas_subset.csv,24.125400000000013
3,7 days,Monday,"(24, 301, 301)",296.44354,2013_09_tas_subset.csv,23.293540000000007
4,7 days,Monday,"(24, 301, 301)",293.45822,2013_09_tas_subset.csv,20.308220000000006
5,7 days,Monday,"(24, 301, 301)",297.8412,2013_09_tas_subset.csv,24.691200000000038
1,7 days,Monday,"(24, 301, 301)",289.0969,2013_10_tas_subset.csv,15.946900000000028
2,7 days,Monday,"(24, 301, 301)",294.94315,2013_10_tas_subset.csv,21.793150000000026
3,7 days,Monday,"(24, 301, 301)",291.04044,2013_10_tas_subset.csv,17.890440000000012
4,7 days,Monday,"(24, 301, 301)",291.961,2013_10_tas_subset.csv,18.811000000000035
1,7 days,Monday,"(24, 301, 301)",291.99332,2013_11_tas_subset.csv,18.843320000000006
2,7 days,Monday,"(24, 301, 301)",291.00702,2013_11_tas_subset.csv,17.857020000000034
3,7 days,Monday,"(24, 301, 301)",285.94592,2013_11_tas_subset.csv,12.795920000000024
4,7 days,Monday,"(24, 301, 301)",287.9947,2013_11_tas_subset.csv,14.844700000000046
1,7 days,Monday,"(24, 301, 301)",287.81442,2013_12_tas_subset.csv,14.664420000000007
2,7 days,Monday,"(24, 301, 301)",282.35098,2013_12_tas_subset.csv,9.200980000000015
3,7 days,Monday,"(24, 301, 301)",282.80817,2013_12_tas_subset.csv,9.658170000000041
4,7 days,Monday,"(24, 301, 301)",282.28687,2013_12_tas_subset.csv,9.136870000000044
5,7 days,Monday,"(24, 301, 301)",283.68616,2013_12_tas_subset.csv,10.536159999999995
1,7 days,Monday,"(24, 301, 301)",284.97604,2014_01_tas_subset.csv,11.826040000000035
2,7 days,Monday,"(24, 301, 301)",284.40677,2014_01_tas_subset.csv,11.256770000000017
3,7 days,Monday,"(24, 301, 301)",287.20468,2014_01_tas_subset.csv,14.054680000000019
4,7 days,Monday,"(24, 301, 301)",280.34253,2014_01_tas_subset.csv,7.192530000000033
1,7 days,Monday,"(24, 301, 301)",281.4971,2014_02_tas_subset.csv,8.347100000000012
2,7 days,Monday,"(24, 301, 301)",286.66187,2014_02_tas_subset.csv,13.511870000000044
3,7 days,Monday,"(24, 301, 301)",287.3629,2014_02_tas_subset.csv,14.212900000000047
4,7 days,Monday,"(24, 301, 301)",283.39893,2014_02_tas_subset.csv,10.24893000000003
1,7 days,Monday,"(24, 301, 301)",284.2748,2014_03_tas_subset.csv,11.12480000000005
2,7 days,Monday,"(24, 301, 301)",280.782,2014_03_tas_subset.csv,7.632000000000005
3,7 days,Monday,"(24, 301, 301)",288.2177,2014_03_tas_subset.csv,15.067700000000002
4,7 days,Monday,"(24, 301, 301)",288.14072,2014_03_tas_subset.csv,14.99072000000001
5,7 days,Monday,"(24, 301, 301)",285.67755,2014_03_tas_subset.csv,12.52755000000002
1,7 days,Monday,"(24, 301, 301)",287.1444,2014_04_tas_subset.csv,13.994400000000041
2,7 days,Monday,"(24, 301, 301)",288.11664,2014_04_tas_subset.csv,14.96664000000004
3,7 days,Monday,"(24, 301, 301)",288.82034,2014_04_tas_subset.csv,15.67034000000001
4,7 days,Monday,"(24, 301, 301)",288.93402,2014_04_tas_subset.csv,15.784019999999998
1,7 days,Monday,"(24, 301, 301)",291.14584,2014_05_tas_subset.csv,17.995840000000044
2,7 days,Monday,"(24, 301, 301)",294.79752,2014_05_tas_subset.csv,21.647520000000043
3,7 days,Monday,"(24, 301, 301)",292.1713,2014_05_tas_subset.csv,19.021299999999997
4,7 days,Monday,"(24, 301, 301)",297.63892,2014_05_tas_subset.csv,24.488920000000007
1,7 days,Monday,"(24, 301, 301)",293.82812,2014_06_tas_subset.csv,20.678120000000035
2,7 days,Monday,"(24, 301, 301)",295.20032,2014_06_tas_subset.csv,22.05032
3,7 days,Monday,"(24, 301, 301)",298.62576,2014_06_tas_subset.csv,25.475760000000037
4,7 days,Monday,"(24, 301, 301)",299.17706,2014_06_tas_subset.csv,26.027060000000006
5,7 days,Monday,"(24, 301, 301)",299.52554,2014_06_tas_subset.csv,26.37554
1,7 days,Monday,"(24, 301, 301)",301.24286,2014_07_tas_subset.csv,28.09286000000003
2,7 days,Monday,"(24, 301, 301)",300.39838,2014_07_tas_subset.csv,27.248379999999997
3,7 days,Monday,"(24, 301, 301)",301.46936,2014_07_tas_subset.csv,28.319360000000017
4,7 days,Monday,"(24, 301, 301)",303.12085,2014_07_tas_subset.csv,29.97085000000004
1,7 days,Monday,"(24, 301, 301)",303.387,2014_08_tas_subset.csv,30.237000000000023
2,7 days,Monday,"(24, 301, 301)",302.56177,2014_08_tas_subset.csv,29.411770000000047
3,7 days,Monday,"(24, 301, 301)",297.8273,2014_08_tas_subset.csv,24.677300000000002
4,7 days,Monday,"(24, 301, 301)",302.77182,2014_08_tas_subset.csv,29.621820000000014
1,7 days,Monday,"(24, 301, 301)",299.26505,2014_09_tas_subset.csv,26.115049999999997
2,7 days,Monday,"(24, 301, 301)",297.29367,2014_09_tas_subset.csv,24.143670000000043
3,7 days,Monday,"(24, 301, 301)",298.0818,2014_09_tas_subset.csv,24.93180000000001
4,7 days,Monday,"(24, 301, 301)",300.0356,2014_09_tas_subset.csv,26.88560000000001
5,7 days,Monday,"(24, 301, 301)",291.69598,2014_09_tas_subset.csv,18.545980000000043
1,7 days,Monday,"(24, 301, 301)",292.45752,2014_10_tas_subset.csv,19.30752000000001
2,7 days,Monday,"(24, 301, 301)",293.37085,2014_10_tas_subset.csv,20.22085000000004
3,7 days,Monday,"(24, 301, 301)",290.346,2014_10_tas_subset.csv,17.196000000000026
4,7 days,Monday,"(24, 301, 301)",286.1762,2014_10_tas_subset.csv,13.026200000000017
1,7 days,Monday,"(24, 301, 301)",286.09128,2014_11_tas_subset.csv,12.941280000000006
2,7 days,Monday,"(24, 301, 301)",289.76953,2014_11_tas_subset.csv,16.619529999999997
3,7 days,Monday,"(24, 301, 301)",290.53058,2014_11_tas_subset.csv,17.38058000000001
4,7 days,Monday,"(24, 301, 301)",283.72754,2014_11_tas_subset.csv,10.577539999999999
1,7 days,Monday,"(24, 301, 301)",288.0482,2014_12_tas_subset.csv,14.898200000000031
2,7 days,Monday,"(24, 301, 301)",286.0101,2014_12_tas_subset.csv,12.860100000000045
3,7 days,Monday,"(24, 301, 301)",284.3819,2014_12_tas_subset.csv,11.231899999999996
4,7 days,Monday,"(24, 301, 301)",282.15347,2014_12_tas_subset.csv,9.00347000000005
5,7 days,Monday,"(24, 301, 301)",285.46188,2014_12_tas_subset.csv,12.31188000000003
1,7 days,Monday,"(24, 301, 301)",278.03143,2015_01_tas_subset.csv,4.881430000000023
2,7 days,Monday,"(24, 301, 301)",282.94455,2015_01_tas_subset.csv,9.794550000000015
3,7 days,Monday,"(24, 301, 301)",286.49725,2015_01_tas_subset.csv,13.347250000000031
4,7 days,Monday,"(24, 301, 301)",285.2871,2015_01_tas_subset.csv,12.137100000000032
1,7 days,Monday,"(24, 301, 301)",284.66443,2015_02_tas_subset.csv,11.514430000000004
2,7 days,Monday,"(24, 301, 301)",280.2641,2015_02_tas_subset.csv,7.114100000000008
3,7 days,Monday,"(24, 301, 301)",281.3906,2015_02_tas_subset.csv,8.240600000000029
4,7 days,Monday,"(24, 301, 301)",285.24625,2015_02_tas_subset.csv,12.096249999999998
1,7 days,Monday,"(24, 301, 301)",285.6921,2015_03_tas_subset.csv,12.542100000000005
2,7 days,Monday,"(24, 301, 301)",282.04498,2015_03_tas_subset.csv,8.894980000000032
3,7 days,Monday,"(24, 301, 301)",283.3423,2015_03_tas_subset.csv,10.192300000000046
4,7 days,Monday,"(24, 301, 301)",285.7611,2015_03_tas_subset.csv,12.611100000000022
5,7 days,Monday,"(24, 301, 301)",287.30002,2015_03_tas_subset.csv,14.15002000000004
1,7 days,Monday,"(24, 301, 301)",288.4374,2015_04_tas_subset.csv,15.287400000000048
2,7 days,Monday,"(24, 301, 301)",291.8872,2015_04_tas_subset.csv,18.73720000000003
3,7 days,Monday,"(24, 301, 301)",287.2593,2015_04_tas_subset.csv,14.109300000000019
4,7 days,Monday,"(24, 301, 301)",291.77045,2015_04_tas_subset.csv,18.620450000000005
1,7 days,Monday,"(24, 301, 301)",295.8822,2015_05_tas_subset.csv,22.732200000000034
2,7 days,Monday,"(24, 301, 301)",291.29825,2015_05_tas_subset.csv,18.14825000000002
3,7 days,Monday,"(24, 301, 301)",296.62256,2015_05_tas_subset.csv,23.472560000000044
4,7 days,Monday,"(24, 301, 301)",295.79877,2015_05_tas_subset.csv,22.648770000000013
1,7 days,Monday,"(24, 301, 301)",295.1887,2015_06_tas_subset.csv,22.038700000000006
2,7 days,Monday,"(24, 301, 301)",294.1211,2015_06_tas_subset.csv,20.971100000000035
3,7 days,Monday,"(24, 301, 301)",302.90662,2015_06_tas_subset.csv,29.756619999999998
4,7 days,Monday,"(24, 301, 301)",294.1784,2015_06_tas_subset.csv,21.028400000000033
5,7 days,Monday,"(24, 301, 301)",298.3172,2015_06_tas_subset.csv,25.167200000000037
1,7 days,Monday,"(24, 301, 301)",300.81525,2015_07_tas_subset.csv,27.665250000000015
2,7 days,Monday,"(24, 301, 301)",301.35382,2015_07_tas_subset.csv,28.203820000000007
3,7 days,Monday,"(24, 301, 301)",302.13287,2015_07_tas_subset.csv,28.982870000000048
4,7 days,Monday,"(24, 301, 301)",304.42975,2015_07_tas_subset.csv,31.279750000000035
1,7 days,Monday,"(24, 301, 301)",301.39215,2015_08_tas_subset.csv,28.242150000000038
2,7 days,Monday,"(24, 301, 301)",302.3155,2015_08_tas_subset.csv,29.16550000000001
3,7 days,Monday,"(24, 301, 301)",303.24347,2015_08_tas_subset.csv,30.093470000000025
4,7 days,Monday,"(24, 301, 301)",298.7586,2015_08_tas_subset.csv,25.608600000000024
5,7 days,Monday,"(24, 301, 301)",300.50897,2015_08_tas_subset.csv,27.35897
1,7 days,Monday,"(24, 301, 301)",304.48846,2015_09_tas_subset.csv,31.338459999999998
2,7 days,Monday,"(24, 301, 301)",297.1899,2015_09_tas_subset.csv,24.039900000000046
3,7 days,Monday,"(24, 301, 301)",295.41956,2015_09_tas_subset.csv,22.269560000000013
4,7 days,Monday,"(24, 301, 301)",296.29333,2015_09_tas_subset.csv,23.14333000000005
1,7 days,Monday,"(24, 301, 301)",296.17343,2015_10_tas_subset.csv,23.02343000000002
2,7 days,Monday,"(24, 301, 301)",295.9106,2015_10_tas_subset.csv,22.76060000000001
3,7 days,Monday,"(24, 301, 301)",294.55243,2015_10_tas_subset.csv,21.402430000000038
4,7 days,Monday,"(24, 301, 301)",288.5973,2015_10_tas_subset.csv,15.447300000000041
1,7 days,Monday,"(24, 301, 301)",286.41296,2015_11_tas_subset.csv,13.262960000000021
2,7 days,Monday,"(24, 301, 301)",291.65353,2015_11_tas_subset.csv,18.503530000000012
3,7 days,Monday,"(24, 301, 301)",290.7742,2015_11_tas_subset.csv,17.62420000000003
4,7 days,Monday,"(24, 301, 301)",291.90866,2015_11_tas_subset.csv,18.75866000000002
5,7 days,Monday,"(24, 301, 301)",285.04004,2015_11_tas_subset.csv,11.890039999999999
1,7 days,Monday,"(24, 301, 301)",287.38132,2015_12_tas_subset.csv,14.23132000000004
2,7 days,Monday,"(24, 301, 301)",286.79782,2015_12_tas_subset.csv,13.647820000000024
3,7 days,Monday,"(24, 301, 301)",284.62946,2015_12_tas_subset.csv,11.479460000000017
4,7 days,Monday,"(24, 301, 301)",284.37866,2015_12_tas_subset.csv,11.228660000000048
1,7 days,Monday,"(24, 301, 301)",285.10687,2016_01_tas_subset.csv,11.956870000000038
2,7 days,Monday,"(24, 301, 301)",287.23654,2016_01_tas_subset.csv,14.086540000000014
3,7 days,Monday,"(24, 301, 301)",276.73566,2016_01_tas_subset.csv,3.5856600000000185
4,7 days,Monday,"(24, 301, 301)",277.0755,2016_01_tas_subset.csv,3.9254999999999995
1,7 days,Monday,"(24, 301, 301)",286.38977,2016_02_tas_subset.csv,13.239770000000021
2,7 days,Monday,"(24, 301, 301)",281.45917,2016_02_tas_subset.csv,8.309169999999995
3,7 days,Monday,"(24, 301, 301)",289.6613,2016_02_tas_subset.csv,16.511300000000006
4,7 days,Monday,"(24, 301, 301)",287.4836,2016_02_tas_subset.csv,14.333600000000047
5,7 days,Monday,"(24, 301, 301)",288.0875,2016_02_tas_subset.csv,14.9375
1,7 days,Monday,"(24, 301, 301)",287.26385,2016_03_tas_subset.csv,14.113850000000014
2,7 days,Monday,"(24, 301, 301)",282.57898,2016_03_tas_subset.csv,9.428980000000024
3,7 days,Monday,"(24, 301, 301)",287.7506,2016_03_tas_subset.csv,14.600600000000043
4,7 days,Monday,"(24, 301, 301)",283.34946,2016_03_tas_subset.csv,10.199460000000045
1,7 days,Monday,"(24, 301, 301)",290.56076,2016_04_tas_subset.csv,17.41076000000004
2,7 days,Monday,"(24, 301, 301)",289.50092,2016_04_tas_subset.csv,16.35092000000003
3,7 days,Monday,"(24, 301, 301)",296.19376,2016_04_tas_subset.csv,23.04376000000002
4,7 days,Monday,"(24, 301, 301)",291.27383,2016_04_tas_subset.csv,18.123829999999998
1,7 days,Monday,"(24, 301, 301)",290.2572,2016_05_tas_subset.csv,17.107200000000034
2,7 days,Monday,"(24, 301, 301)",292.73752,2016_05_tas_subset.csv,19.58752000000004
3,7 days,Monday,"(24, 301, 301)",294.04742,2016_05_tas_subset.csv,20.89742000000001
4,7 days,Monday,"(24, 301, 301)",294.27393,2016_05_tas_subset.csv,21.12393000000003
5,7 days,Monday,"(24, 301, 301)",299.1916,2016_05_tas_subset.csv,26.041600000000017
1,7 days,Monday,"(24, 301, 301)",298.4606,2016_06_tas_subset.csv,25.310600000000022
2,7 days,Monday,"(24, 301, 301)",297.61166,2016_06_tas_subset.csv,24.461659999999995
3,7 days,Monday,"(24, 301, 301)",305.78537,2016_06_tas_subset.csv,32.63537000000002
4,7 days,Monday,"(24, 301, 301)",302.03348,2016_06_tas_subset.csv,28.88348000000002
1,7 days,Monday,"(24, 301, 301)",302.00137,2016_07_tas_subset.csv,28.85137000000003
2,7 days,Monday,"(24, 301, 301)",300.71475,2016_07_tas_subset.csv,27.564750000000004
3,7 days,Monday,"(24, 301, 301)",299.96817,2016_07_tas_subset.csv,26.81817000000001
